Intervalo de datas,Termo de pesquisa,Identificador da campanha,Nome da campanha,ID do grupo de anúncios,Nome do grupo de anúncios,Segmentação,Tipo de correspondência de segmentação-Targeting match type,ID do portfólio,Nome do portfólio,SKU do produto anunciado-Advertised product SKU,Moeda do orçamento,Impressões,Cliques,CPC,CTR,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra em relação aos cliques
13 de ago. de 2026 - 13 de ago. de 2026,lixeira para escritório,"=""157934729939405""",Campanha automática inidividual- L1618-o115/07,"=""285629207112751""",campanha automática inidividual- L1618-A-o115/07,close-match,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,L1618-A,BRL,1,1,0.48000,100.0000%,0.48,0.00,0.00000,0,0,0.0000%
13 de ago. de 2026 - 19 de ago. de 2026,B0FMZVQPJ7,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,substitutes,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2470-B,BRL,15,1,0.54000,6.6667%,0.54,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 26 de jul. de 2026,lixeira cozinha 20 litros,"=""253216233355680""",Campanha de Produto Indicado- L2450-AML-o103/07,"=""247012709725757""",Campanha de Produto Indicado- L2450-AML-o103/07,"asin-expanded=""B0GR21DJC2""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,L2450-AML,BRL,7,1,1.37000,14.2857%,1.37,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 29 de jul. de 2026,B0H8FBCPWK,"=""6383857296458""",campanha automática individual- P3050-o102/07,"=""383083034260814""",campanha automática individual- P3050,substitutes,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,P3050,BRL,222,1,0.41000,0.4505%,0.41,0.00,0.00000,0,0,0.0000%
28 de jul. de 2026 - 23 de ago. de 2026,lixeira pedal 100 litros,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080ALC,BRL,3,1,0.46000,33.3333%,0.46,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 28 de jul. de 2026,B0F4SRV3MY,"=""145964185460140""",campanha automática individual- P3070-o116/07,"=""429470627552062""",campanha automática individual- P3070-o116/07,substitutes,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,P3070,BRL,53,3,0.57333,5.6604%,1.72,0.00,0.00000,0,0,0.0000%
30 de jul. de 2026 - 4 de ago. de 2026,lixeira escritorio,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,close-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-A,BRL,2,1,0.51000,50.0000%,0.51,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 23 de ago. de 2026,B0CYWMQ93Y,"=""3262494915796""",Campanha de Produto Indicado- P3050-o228/07,"=""113839187289861""",Campanha de Produto Indicado- P3050-o228/07,"asin-expanded=""B0CYWMQ93Y""",TARGETING_EXPRESSION,146788124202114,campanha de produto indicado,P3050,BRL,185,4,0.82500,2.1622%,3.30,0.00,0.00000,0,0,0.0000%
3 de ago. de 2026 - 12 de ago. de 2026,lixeira inox 100 litros com pedal,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,P4080,BRL,4,1,0.10000,25.0000%,0.10,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 29 de jul. de 2026,lixeira cozinha,"=""6383857296458""",campanha automática individual- P3050-o102/07,"=""383083034260814""",campanha automática individual- P3050,close-match,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,P3050,BRL,30,1,1.00000,3.3333%,1.00,0.00,0.00000,0,0,0.0000%
9 de ago. de 2026 - 17 de ago. de 2026,lixeira inox redonda,"=""230543495581941""",campanha automatica geral DBA-o311/08,"=""306910018834945""",Campanha automatica geral DBA-o311/08,loose-match,TARGETING_EXPRESSION_PREDEFINED,264141269671834,Campanha automatica geral,L2025-B,BRL,2,1,0.72000,50.0000%,0.72,0.00,0.00000,0,0,0.0000%
25 de jul. de 2026 - 29 de jul. de 2026,cinzeiro,"=""227010809046493""",campanha automática individual- L2470-CZ-o102/07,"=""481100214225083""",campanha automática individual- L2470-CZ-o102/07,close-match,TARGETING_EXPRESSION_PREDEFINED,1383289894499,campanha automatica individual,L2470-CZ,BRL,104,1,1.89000,0.9615%,1.89,0.00,0.00000,0,0,0.0000%
