ID do portfólio,Nome do portfólio,Identificador da campanha,Nome da campanha,Valor do orçamento da campanha,Tipo de orçamento da campanha,Estratégia de lances da campanha,Moeda do orçamento,Intervalo de datas,Impressões,Cliques,CTR,CPC,Custo total,Vendas,ROAS,Compras,Unidades vendidas,Taxa de compra
1383289894499,campanha automatica individual,"=""108685489444736""",campanha automática individual- SP-FF-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,144,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""129369277028930""",Campanha de Palavra-Chave- L2470-CZ-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,9 de ago. de 2026 - 10 de ago. de 2026,5,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""70139439261043""",Campanha de Palavra-Chave- L2440-AML-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,126,0,0.0000%,,0.00,0.00,,0,0,0.0000%
1383289894499,campanha automatica individual,"=""28062808738738""",campanha automática individual- SP-01-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,11 de ago. de 2026 - 17 de ago. de 2026,172,1,0.5814%,0.65000,0.65,0.00,0.00000,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""123525465502040""",campanha de palavra chave- P3060-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,80,1,1.2500%,2.52000,2.52,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""39066415309857""",Campanha de Produto Indicado- PXP-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 25 de ago. de 2026,355,2,0.5634%,0.65500,1.31,0.00,0.00000,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""139517395374433""",Campanha de Palavra-Chave- P4080-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,64,0,0.0000%,,0.00,0.00,,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""54057381293334""",campanha de produto indicado-P3060-o115/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 25 de ago. de 2026,523,1,0.1912%,0.10000,0.10,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""81989474043493""",Campanha de Produto Indicado- P4080-o115/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,54,2,3.7037%,0.54500,1.09,0.00,0.00000,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""252196439586079""",Campanha de Palavra-Chave- PXM-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 10 de ago. de 2026,10,0,0.0000%,,0.00,0.00,,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""51280467188765""",Campanha de Produto Indicado- L2030-B-o311/08,40,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,573,3,0.5236%,0.84333,2.53,0.00,0.00000,0,0,0.0000%
264141269671834,Campanha automatica geral,"=""230543495581941""",campanha automatica geral DBA-o311/08,90,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,66626,429,0.6439%,0.64303,275.86,2619.07,9.49420,6,8,0.0090%
99873185432506,Campanhas Manuais Claude,"=""160875308766462""",Campanha de Palavra-Chave Cinzeiros,5,DAILY_BUDGET,manual,BRL,8 de ago. de 2026 - 6 de set. de 2026,139,1,0.7194%,0.28000,0.28,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""52546137799748""",campanha automática individual- L2440-AML-o115/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,45,0,0.0000%,,0.00,0.00,,0,0,0.0000%
99873185432506,Campanhas Manuais Claude,"=""227485829194320""",Campanha - Manual Bituqueiras Space,6,DAILY_BUDGET,manual,BRL,13 de ago. de 2026 - 4 de set. de 2026,49,2,4.0816%,0.45500,0.91,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""234950194216241""",campanha automática individual- SP-PP-o425/08,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,36648,22,0.0600%,1.08182,23.80,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""100493751446075""",Campanha de Produto Indicado- L1618-T-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,91,1,1.0989%,0.69000,0.69,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""157934729939405""",Campanha automática inidividual- L1618-o115/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 31 de ago. de 2026,42,2,4.7619%,0.47500,0.95,0.00,0.00000,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""59761224759474""",Campanha de Palavra-Chave- L2450-AML-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,42,0,0.0000%,,0.00,0.00,,0,0,0.0000%
178029480993742,campanha de palavra chave,"=""19556674217425""",Campanha de Palavra-Chave- P3070-o116/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,89,1,1.1236%,1.99000,1.99,0.00,0.00000,0,0,0.0000%
99873185432506,Campanhas Manuais Claude,"=""128467924533879""",Campanha - Extintor Palavra-Chave Exato Manual,8,DAILY_BUDGET,manual,BRL,8 de ago. de 2026 - 6 de set. de 2026,272,4,1.4706%,0.71500,2.86,203.54,71.16783,1,1,0.3676%
146788124202114,campanha de produto indicado,"=""126822188430843""",Campanha de Produto Indicado- L2450--CZ-o103/07,10,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 11 de ago. de 2026,173,1,0.5780%,0.89000,0.89,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""163724971822822""",campanha automática individual- PXM-o425/08,20,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,2079,7,0.3367%,0.88857,6.22,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""957557930999""",Campanha de Produto Indicado- PXM-o311/08,40,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,638,1,0.1567%,0.59000,0.59,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""118770317056339""",Campanha de Produto Indicado- L2470-CZ-o425/08,10,DAILY_BUDGET,optimizeForSales,BRL,12 de ago. de 2026 - 6 de set. de 2026,1342,4,0.2981%,0.62750,2.51,0.00,0.00000,0,0,0.0000%
146788124202114,campanha de produto indicado,"=""3262494915796""",Campanha de Produto Indicado- P3050-o425/08,20,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 25 de ago. de 2026,1509,2,0.1325%,0.88000,1.76,0.00,0.00000,0,0,0.0000%
1383289894499,campanha automatica individual,"=""60867425277707""",campanha automática inidividual- PXP-o311/08,40,DAILY_BUDGET,optimizeForSales,BRL,8 de ago. de 2026 - 6 de set. de 2026,2654,7,0.2638%,0.56143,3.93,0.00,0.00000,0,0,0.0000%
